Time,mean_z_trans,Mod_R_deltaTMyr_z_trans
227.0,0.382853706657435,-1.0350189825296516
227.1,,
227.2,,
227.3,,
227.4,,
227.5,,
227.6,,
227.7,,
227.8,,
227.9,,
228.0,,
228.1,,
228.2,,
228.3,,
228.4,,
228.5,,
228.6,,
228.7,,
228.8,,
228.9,,
229.0,,
229.1,,
229.2,,
229.3,,
229.4,,
229.5,,
229.6,,
229.7,,
229.8,,
229.9,,
230.0,,
230.1,,
230.2,,
230.3,,
230.4,,
230.5,,
230.6,,
230.7,,
230.8,,
230.9,,
231.0,,
231.1,,
231.2,,
231.3,,
231.4,,
231.5,,
231.6,,
231.7,,
231.8,,
231.9,,
232.0,,
232.1,,
232.2,,
232.3,,
232.4,,
232.5,,
232.6,,
232.7,,
232.8,,
232.9,,
233.0,,
233.1,,
233.2,,
233.3,,
233.4,,
233.5,,
233.6,,
233.7,,
233.8,,
233.9,,
234.0,,
234.1,,
234.2,,
234.3,,
234.4,,
234.5,,
234.6,,
234.7,,
234.8,,
234.9,,
235.0,,
235.1,,
235.2,,
235.3,,
235.4,,
235.5,,
235.6,,
235.7,,
235.8,,
235.9,,
236.0,,
236.1,,
236.2,,
236.3,,
236.4,,
236.5,,
236.6,,
236.7,,
236.8,,
236.9,,
237.0,0.7423993364869601,0.8310264928820658
237.1,,
237.2,,
237.3,,
237.4,,
237.5,,
237.6,,
237.7,,
237.8,,
237.9,,
238.0,,
238.1,,
238.2,,
238.3,,
238.4,,
238.5,,
238.6,,
238.7,,
238.8,,
238.9,,
239.0,,
239.1,,
239.2,,
239.3,,
239.4,,
239.5,,
239.6,,
239.7,,
239.8,,
239.9,,
240.0,,
240.1,,
240.2,,
240.3,,
240.4,,
240.5,,
240.6,,
240.7,,
240.8,,
240.9,,
241.0,,
241.1,,
241.2,,
241.3,,
241.4,,
241.5,,
241.6,,
241.7,,
241.8,,
241.9,,
242.0,0.9408714603728002,0.08491061180900372
242.1,,
242.2,,
242.3,,
242.4,,
242.5,,
242.6,,
242.7,,
242.8,,
242.9,,
243.0,,
243.1,,
243.2,,
243.3,,
243.4,,
243.5,,
243.6,,
243.7,,
243.8,,
243.9,,
244.0,,
244.1,,
244.2,,
244.3,,
244.4,,
244.5,,
244.6,,
244.7,,
244.8,,
244.9,,
245.0,,
245.1,,
245.2,,
245.3,,
245.4,,
245.5,,
245.6,,
245.7,,
245.8,,
245.9,,
246.0,,
246.1,,
246.2,,
246.3,,
246.4,,
246.5,,
246.6,,
246.7,,
246.8,,
246.9,,
247.0,,
247.1,,
247.2,,
247.3,,
247.4,,
247.5,,
247.6,,
247.7,,
247.8,,
247.9,,
248.0,,
248.1,,
248.2,,
248.3,,
248.4,,
248.5,,
248.6,,
248.7,,
248.8,,
248.9,,
249.0,,
249.1,,
249.2,,
249.3,,
249.4,,
249.5,,
249.6,,
249.7,,
249.8,,
249.9,,
250.0,,
250.1,,
250.2,,
250.3,,
250.4,,
250.5,,
250.6,,
250.7,,
250.8,,
250.9,,
251.0,,
251.1,,
251.2,1.590873654086174,1.4307277453711056
251.3,,
251.4,,
251.5,,
251.6,,
251.7,,
251.8,,
251.9,,
252.0,,
252.1,,
252.2,,
252.3,,
252.4,,
252.5,,
252.6,,
252.7,,
252.8,,
252.9,,
253.0,,
253.1,,
253.2,,
253.3,,
253.4,,
253.5,,
253.6,,
253.7,,
253.8,,
253.9,,
254.0,,
254.1,,
254.14,-0.4272452631965143,-1.4758991840390236
254.2,,
254.3,,
254.4,,
254.5,,
254.6,,
254.7,,
254.8,,
254.9,,
255.0,,
255.1,,
255.2,,
255.3,,
255.4,,
255.5,,
255.6,,
255.7,,
255.8,,
255.9,,
256.0,,
256.1,,
256.2,,
256.3,,
256.4,,
256.5,,
256.6,,
256.7,,
256.8,,
256.9,,
257.0,,
257.1,,
257.2,,
257.3,,
257.4,,
257.5,,
257.6,,
257.7,,
257.8,,
257.9,,
258.0,,
258.1,,
258.2,,
258.3,,
