Time,mat_z_trans,map_z_trans,wmm_z_trans,cmm_z_trans,wmmcmm_z_trans,wetmon_z_trans,drymon_z_trans,wetdry_z_trans
201.3,1.0306027460061875,1.9297541377985783,0.8880251202435653,0.6200717775804894,-0.123821317492733,2.9194589328589697,0.9928889501909468,3.225504834367122
201.4,,,,,,,,
201.5,,,,,,,,
201.6,,,,,,,,
201.7,,,,,,,,
201.8,,,,,,,,
201.9,,,,,,,,
202.0,,,,,,,,
202.1,,,,,,,,
202.2,,,,,,,,
202.3,,,,,,,,
202.4,,,,,,,,
202.5,,,,,,,,
202.6,,,,,,,,
202.7,,,,,,,,
202.8,,,,,,,,
202.9,,,,,,,,
203.0,,,,,,,,
203.1,,,,,,,,
203.2,,,,,,,,
203.3,,,,,,,,
203.4,,,,,,,,
203.5,,,,,,,,
203.6,,,,,,,,
203.7,,,,,,,,
203.8,,,,,,,,
203.9,,,,,,,,
204.0,,,,,,,,
204.1,,,,,,,,
204.2,,,,,,,,
204.3,,,,,,,,
204.4,,,,,,,,
204.5,,,,,,,,
204.6,,,,,,,,
204.7,,,,,,,,
204.8,,,,,,,,
204.9,,,,,,,,
205.0,,,,,,,,
205.1,,,,,,,,
205.2,,,,,,,,
205.3,,,,,,,,
205.4,,,,,,,,
205.5,,,,,,,,
205.6,,,,,,,,
205.7,,,,,,,,
205.8,,,,,,,,
205.9,,,,,,,,
206.0,,,,,,,,
206.1,,,,,,,,
206.2,,,,,,,,
206.3,,,,,,,,
206.4,,,,,,,,
206.5,,,,,,,,
206.6,,,,,,,,
206.7,,,,,,,,
206.8,,,,,,,,
206.9,,,,,,,,
207.0,,,,,,,,
207.1,,,,,,,,
207.2,,,,,,,,
207.3,,,,,,,,
207.4,,,,,,,,
207.5,,,,,,,,
207.6,,,,,,,,
207.7,,,,,,,,
207.8,,,,,,,,
207.9,,,,,,,,
208.0,,,,,,,,
208.1,,,,,,,,
208.2,,,,,,,,
208.3,,,,,,,,
208.4,,,,,,,,
208.5,0.8253769071782923,-0.7762129855626598,1.1456253543341386,0.2392168088518695,0.2958420480340427,-1.0130819035519698,-0.783552858646408,-0.7995516602304639
208.6,,,,,,,,
208.7,,,,,,,,
208.8,,,,,,,,
208.9,,,,,,,,
209.0,,,,,,,,
209.1,,,,,,,,
209.2,,,,,,,,
209.3,,,,,,,,
209.4,,,,,,,,
209.5,,,,,,,,
209.6,,,,,,,,
209.7,,,,,,,,
209.8,,,,,,,,
209.9,,,,,,,,
210.0,,,,,,,,
210.1,,,,,,,,
210.2,,,,,,,,
210.3,,,,,,,,
210.4,,,,,,,,
210.5,,,,,,,,
210.6,,,,,,,,
210.7,,,,,,,,
210.8,,,,,,,,
210.9,,,,,,,,
211.0,,,,,,,,
211.1,,,,,,,,
211.2,,,,,,,,
211.3,,,,,,,,
211.4,,,,,,,,
211.5,,,,,,,,
211.6,,,,,,,,
211.7,,,,,,,,
211.8,,,,,,,,
211.9,,,,,,,,
212.0,,,,,,,,
212.1,,,,,,,,
212.2,,,,,,,,
212.3,,,,,,,,
212.4,,,,,,,,
212.5,,,,,,,,
212.6,,,,,,,,
212.7,,,,,,,,
212.8,,,,,,,,
212.9,,,,,,,,
213.0,,,,,,,,
213.1,,,,,,,,
213.2,,,,,,,,
213.3,,,,,,,,
213.4,,,,,,,,
213.5,,,,,,,,
213.6,,,,,,,,
213.7,,,,,,,,
213.8,,,,,,,,
213.9,,,,,,,,
214.0,,,,,,,,
214.1,,,,,,,,
214.2,,,,,,,,
214.3,,,,,,,,
214.4,,,,,,,,
214.5,,,,,,,,
214.6,,,,,,,,
214.7,,,,,,,,
214.8,,,,,,,,
214.9,,,,,,,,
215.0,,,,,,,,
215.1,,,,,,,,
215.2,,,,,,,,
215.3,,,,,,,,
215.4,,,,,,,,
215.5,,,,,,,,
215.6,,,,,,,,
215.7,,,,,,,,
215.8,,,,,,,,
215.9,,,,,,,,
216.0,,,,,,,,
216.1,,,,,,,,
216.2,,,,,,,,
216.3,,,,,,,,
216.4,,,,,,,,
216.5,,,,,,,,
216.6,,,,,,,,
216.7,,,,,,,,
216.8,,,,,,,,
216.9,,,,,,,,
217.0,,,,,,,,
217.1,,,,,,,,
217.2,,,,,,,,
217.3,,,,,,,,
217.4,,,,,,,,
217.5,,,,,,,,
217.6,,,,,,,,
217.7,,,,,,,,
217.8,,,,,,,,
217.9,,,,,,,,
218.0,,,,,,,,
218.1,,,,,,,,
218.2,,,,,,,,
218.3,,,,,,,,
218.4,,,,,,,,
218.5,,,,,,,,
218.6,,,,,,,,
218.7,,,,,,,,
218.8,,,,,,,,
218.9,,,,,,,,
219.0,,,,,,,,
219.1,,,,,,,,
219.2,,,,,,,,
219.3,,,,,,,,
219.4,,,,,,,,
219.5,,,,,,,,
219.6,,,,,,,,
219.7,,,,,,,,
219.8,,,,,,,,
219.9,,,,,,,,
220.0,,,,,,,,
220.1,,,,,,,,
220.2,,,,,,,,
220.3,,,,,,,,
220.4,,,,,,,,
220.5,,,,,,,,
220.6,,,,,,,,
220.7,,,,,,,,
220.8,,,,,,,,
220.9,,,,,,,,
221.0,,,,,,,,
221.1,,,,,,,,
221.2,,,,,,,,
221.3,,,,,,,,
221.4,,,,,,,,
221.5,,,,,,,,
221.6,,,,,,,,
221.7,,,,,,,,
221.8,,,,,,,,
221.9,,,,,,,,
222.0,,,,,,,,
222.1,,,,,,,,
222.2,,,,,,,,
222.3,,,,,,,,
222.4,,,,,,,,
222.5,,,,,,,,
222.6,,,,,,,,
222.7,,,,,,,,
222.8,,,,,,,,
222.9,,,,,,,,
223.0,,,,,,,,
223.1,,,,,,,,
223.2,,,,,,,,
223.3,,,,,,,,
223.4,,,,,,,,
223.5,,,,,,,,
223.6,,,,,,,,
223.7,,,,,,,,
223.8,,,,,,,,
223.9,,,,,,,,
224.0,,,,,,,,
224.1,,,,,,,,
224.2,,,,,,,,
224.3,,,,,,,,
224.4,,,,,,,,
224.5,,,,,,,,
224.6,,,,,,,,
224.7,,,,,,,,
224.8,,,,,,,,
224.9,,,,,,,,
225.0,,,,,,,,
225.1,,,,,,,,
225.2,,,,,,,,
225.3,,,,,,,,
225.4,,,,,,,,
225.5,,,,,,,,
225.6,,,,,,,,
225.7,,,,,,,,
225.8,,,,,,,,
225.9,,,,,,,,
226.0,,,,,,,,
226.1,,,,,,,,
226.2,,,,,,,,
226.3,,,,,,,,
226.4,,,,,,,,
226.5,,,,,,,,
226.6,,,,,,,,
226.7,,,,,,,,
226.8,,,,,,,,
226.9,,,,,,,,
227.0,0.171043840402369,1.635367202362574,0.0517641284478746,0.1226059709632239,-0.0774660716757855,0.999466737961668,0.9480735150244796,0.6613164577105388
227.1,,,,,,,,
227.2,,,,,,,,
227.3,,,,,,,,
227.4,,,,,,,,
227.5,,,,,,,,
227.6,,,,,,,,
227.7,,,,,,,,
227.8,,,,,,,,
227.9,,,,,,,,
228.0,,,,,,,,
228.1,,,,,,,,
228.2,,,,,,,,
228.3,,,,,,,,
228.4,,,,,,,,
228.5,,,,,,,,
228.6,,,,,,,,
